Identifier,County,Precinct Name,Location Name,Address,City,Zip,Auth 1,Auth 2,,,,,,,,
1008,Monroe,No. 1-Albia First Ward,"LINCOLN CENTER, ROOM 1",222 N 2ND ST,ALBIA,52531,WE2L8nyu,qHKZqjK4,0,0,0,0,0,0,0,0
1009,Monroe,No. 2-Albia Second Ward,"LINCOLN CENTER, ROOM 4",222 N 2ND ST,ALBIA,52531,fPzVRpdH,ab7jHpOk,0,0,0,0,0,0,0,0
1010,Monroe,No. 3-Albia Third Ward,"LINCOLN CENTER, ROOM 3",222 N 2ND ST,ALBIA,52531,PIcxN2TX,1qxgEBrj,0,0,0,0,0,0,0,0
1011,Monroe,No. 4-Albia Fourth Ward,"LINCOLN CENTER, ROOM 7",222 N 2ND ST,ALBIA,52531,gfXwE8sl,SKPnDwS4,0,0,0,0,0,0,0,0
1012,Montgomery,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,COMMUNITY BUILDING,403 MAIN ST,ELLIOTT,51532,ybPhHOJv,3zAZBO3y,0,0,0,0,0,0,0,0
1013,Montgomery,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,HAYLOFT,102 U AVE,GRANT,50847,4anGdkKI,uexKUzn8,0,0,0,0,0,0,0,0
1014,Montgomery,6 WEST GRANT SCOTT TWP COBURG STANTON,VIKING CENTER,501 ELLIOTT ST,STANTON,51573,QhgkPkoP,3joYw00t,0,0,0,0,0,0,0,0
1015,Montgomery,7 SCOTT EAST TWP VILLISCA,"SW VALLEY MIDDLE SCHOOL, GYM",406 E 3RD ST,VILLISCA,50864,qpI9sCrZ,KLjjhYgP,0,0,0,0,0,0,0,0
1016,Montgomery,WARD1 PILOT GROVE FRANKFORT RO TWP,"RED OAK HIGH SCHOOL, COMMONS",2011 N 8TH ST,RED OAK,51566,votGbrDs,Vytg4Hah,0,0,0,0,0,0,0,0
1017,Montgomery,WARD2 SHERMAN RO TWP,"RED OAK HIGH SCHOOL, AUDITORIUM",2011 N 8TH ST,RED OAK,51566,AkytjLv1,KCiePv2I,0,0,0,0,0,0,0,0
1018,Montgomery,WARD3 SHERMAN PILOT GROVE FRANKFORT RO TWP,"RED OAK HIGH SCHOOL, GYM",2011 N 8TH ST,RED OAK,51566,DJD7Ae12,1lfKcNxj,0,0,0,0,0,0,0,0
1019,Muscatine,Bloomington,MUSCATINE SCHOOL ADMINISTRATION BUILDING,2900 MULBERRY AVE,MUSCATINE,52761,bRwpLPHl,tvD8KbmP,0,0,0,0,0,0,0,0
1020,Muscatine,Fruitland One-City,"FRUITLAND CITY HALL, LARGE ROOM",104 SAND RUN RD,FRUITLAND,52749,Fb1zl4gD,lPS2N9vb,0,0,0,0,0,0,0,0
1021,Muscatine,Fruitland Two/Lake-Fruitl,"DISCOVERY PARK, CONFERENCE/LEARNING CENTER",3300 CEDAR ST,MUSCATINE,52761,0sa68Q6z,5N1DeoXv,0,0,0,0,0,0,0,0
1022,Muscatine,Fulton/Montpelier-City,STOCKTON CITY HALL,318 COMMERCE ST,STOCKTON,52769,zqWURRX8,oS3KWZNi,0,0,0,0,0,0,0,0
1023,Muscatine,Goshen-City,ATALISSA CITY HALL,122 3RD ST,ATALISSA,52720,6CoFyqYK,vyWNQyBr,0,0,0,0,0,0,0,0
1024,Muscatine,Muscatine 01st,MULBERRY ELEMENTARY SCHOOL,3211 MULBERRY AVE,MUSCATINE,52761,m7RXOAjv,4e3OOtyR,0,0,0,0,0,0,0,0
1025,Muscatine,Muscatine 02nd,WEST MIDDLE SCHOOL,600 KINDLER AVE,MUSCATINE,52761,6oRgGJly,9wSeoL9x,0,0,0,0,0,0,0,0
1026,Muscatine,Muscatine 03rd,"CENTRAL MIDDLE SCHOOL, GYM",901 CEDAR ST,MUSCATINE,52761,t4iJJ20e,vHFo9Hx7,0,0,0,0,0,0,0,0
1027,Muscatine,Muscatine 04th,MUSSER PUBLIC LIBRARY,408 E 2ND ST,MUSCATINE,52761,v4ylls1o,Sh3gTJBs,0,0,0,0,0,0,0,0
1028,Muscatine,Muscatine 05th,"CENTRAL MIDDLE SCHOOL, LIBRARY",901 CEDAR ST,MUSCATINE,52761,QEmwnvKc,Fv5gzhRG,0,0,0,0,0,0,0,0
1029,Muscatine,Muscatine 06th,"GRANT ELEMENTARY SCHOOL, GYM",705 BARRY AVE,MUSCATINE,52761,8hfgB8ci,ckD1BpCc,0,0,0,0,0,0,0,0
1030,Muscatine,Muscatine 07th,"FRANLIN ELEMENTARY SCHOOL, GYM",210 TAYLOR ST,MUSCATINE,52761,GZtpJn03,yHxcvxk0,0,0,0,0,0,0,0,0
1031,Muscatine,Muscatine 08th,"MCKINLEY ELEMENTARY SCHOOL, GYM",621 KINDLER AVE,MUSCATINE,52761,0IQMqG9b,KzKdoxLe,0,0,0,0,0,0,0,0
1032,Muscatine,Muscatine 09th,LITTLE ROACH THEATER,152 COLORADO ST,MUSCATINE,52761,QzM8JCGp,Bhz4CkZC,0,0,0,0,0,0,0,0
1033,Muscatine,Muscatine 10th,MADISON ELEMENTARY SCHOOL,1820 1ST AVE,MUSCATINE,52761,tnFc57lC,rXNTp2V7,0,0,0,0,0,0,0,0
1034,Muscatine,Orono-City,CONESVILLE CITY HALL,102 3RD ST,CONESVILLE,52739,hjIFyvaK,eOK29Syi,0,0,0,0,0,0,0,0
1035,Muscatine,Pike-City,NICHOLS CITY HALL,429 IJEM AVE,NICHOLS,52766,jOluIIJ9,E4CtRoVL,0,0,0,0,0,0,0,0
1036,Muscatine,Seventy-Six/Cedar-Seventy,76 TOWNSHIP HALL,2427 INDEPENDENCE AVE,LETTS,52754,kuD8pkVB,iRQNMEQS,0,0,0,0,0,0,0,0
1037,Muscatine,Sweetland,"COLORADO ELEMENTARY SCHOOL, GYM",149 COLORADO ST,MUSCATINE,52761,9CWmIZxn,Q6SCEzfv,0,0,0,0,0,0,0,0
1038,Muscatine,West Liberty 2,WEST LIBERTY COMMUNITY CENTER A,1204 N CALHOUN ST,WEST LIBERTY,52776,YrVanMXz,pG6WFiAq,0,0,0,0,0,0,0,0
1039,Muscatine,West Liberty/Wapsie-WL1 C,WEST LIBERTY COMMUNITY CENTER B,1204 N CALHOUN ST,WEST LIBERTY,52776,mr2ihu5t,CHJHlY0r,0,0,0,0,0,0,0,0
1040,Muscatine,Wilton City,WILTON JUNIOR-SENIOR HIGH SCHOOL CAFERIA,1002 CYPRESS ST,WILTON,52778,thoQAE6F,YhaYdnsR,0,0,0,0,0,0,0,0
1041,Muscatine,Wilton/Moscow-Wilton,WILTON JUNIOR-SENIOR HIGH SCHOOL LIBRARY,1002 CYPRESS ST,WILTON,52778,6G8eRN00,tacvzWFX,0,0,0,0,0,0,0,0
1042,O'Brien,Carroll-Floyd,SHELDON CITY HALL/SCDC BOARDROOM,416 9TH ST,SHELDON,51201,rkC6JMPn,PGeMdHk1,0,0,0,0,0,0,0,0
1043,O'Brien,Franklin,SANBORN COMMUNITY BUILDING,225 MAIN ST,SANBORN,51248,KdKku9bH,th0lVnNp,0,0,0,0,0,0,0,0
1044,O'Brien,Hartley-Lincoln-Omega,HARTLEY LIBRARY,91 1ST ST SE,HARTLEY,51346,8oBJheyN,FaupJeCg,0,0,0,0,0,0,0,0
1045,O'Brien,Sheldon 1st Ward,SHELDON CITH HALL/UPPER B,416 9TH ST,SHELDON,51201,VaqsbnP5,ahw96Gb7,0,0,0,0,0,0,0,0
1046,O'Brien,Sheldon 2nd Ward,SHELDON CITH HALL/UPPER A,416 9TH ST,SHELDON,51201,wzd5LGS6,dLmGu8bJ,0,0,0,0,0,0,0,0
1047,O'Brien,Sheldon 3rd Ward,SHELDON CITY HALL/DOWNSTAIRS,416 9TH ST,SHELDON,51201,0zAsDQ0d,tsi9KJJm,0,0,0,0,0,0,0,0
1048,O'Brien,Summit-Center-Dale-Highland,SOUTH O'BRIEN SCHOOL/ELEMENTARY GYM,155 3RD ST NE,PRIMGHAR,51245,bAa31Fdq,RpGXC1T3,0,0,0,0,0,0,0,0
1049,O'Brien,Union-Baker-Caledonia,SOUTH O'BRIEN SCHOOL/CONFERENCE ROOM 307,307 W GROESBECK ST,PAULLINA,51046,re9XfhMB,WXPCu3aG,0,0,0,0,0,0,0,0
1050,O'Brien,Waterman-Grant-Liberty,SUTHERLAND FIRE HALL,509 S BEECH ST,SUTHERLAND,51058,DfWspCkF,MOfpMdzZ,0,0,0,0,0,0,0,0
1051,Osceola,Ashton Precinct 0100,SIBLEY SENIOR CENTER A,612 8TH ST,SIBLEY,51249,IFZ9FYJk,sLPzM0AM,0,0,0,0,0,0,0,0
1052,Osceola,Harris Precinct 0200,SIBLEY SENIOR CENTER B,612 8TH ST,SIBLEY,51249,oQp485Nt,KFxsH7Rz,0,0,0,0,0,0,0,0
1053,Osceola,May City Precint 0300,SIBLEY SENIOR CENTER C,612 8TH ST,SIBLEY,51249,SsDWySuC,XjiIVWy2,0,0,0,0,0,0,0,0
1054,Osceola,Melvin Precinct 0400,SIBLEY SENIOR CENTER D,612 8TH ST,SIBLEY,51249,WGYtMNbg,yQjBpuIU,0,0,0,0,0,0,0,0
1055,Osceola,Ocheyedan Precinct 0500,SIBLEY SENIOR CENTER H,612 8TH ST,SIBLEY,51249,kYOYuvxH,bOhSDDTd,0,0,0,0,0,0,0,0
1056,Osceola,Osceola 1 Precinct 0600,SIBLEY SENIOR CENTER E,612 8TH ST,SIBLEY,51249,TfYdIA1q,TKCzqLxV,0,0,0,0,0,0,0,0
1057,Osceola,Osceola 2 Precinct 0700,SIBLEY SENIOR CENTER F,612 8TH ST,SIBLEY,51249,4AkVUWt3,nhjuwPfd,0,0,0,0,0,0,0,0
1058,Osceola,Osceola 3 Precinct 0800,SIBLEY SENIOR CENTER G,612 8TH ST,SIBLEY,51249,7UBrZTQC,sn7MNAia,0,0,0,0,0,0,0,0
1059,Page,Am-Bu-ER-Doug-Har-Neb-Nod-Val-Brad-CS-He-Sh-Yt,SHAMBAUGH CITY HALL,307 MAIN ST,SHAMBAUGH,51651,kuvK5Xjc,7A89kNjN,0,0,0,0,0,0,0,0
1060,Page,Clarinda Ward 1,CLARINDA MIDDLE SCHOOL GYM,305 E GLENN MILLER DR,CLARINDA,51632,a6Cx0PND,4cKjmZRs,0,0,0,0,0,0,0,0
1061,Page,Clarinda Ward 2,CLARINDA MIDDLE SCHOOL  COMONS,305 E GLENN MILLER DR,CLARINDA,51632,gLXV5RlC,sJ2jz9UI,0,0,0,0,0,0,0,0
1062,Page,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,COIN CITY,506 DEPOT ST,COIN,51636,3tphCBwQ,GKjnNVnJ,0,0,0,0,0,0,0,0
1063,Page,"Pierce and Fremont Townships, Essex",ESSEX SCHOOL,111 FORBES ST,ESSEX,51638,KgNWEMoU,oSMExwiI,0,0,0,0,0,0,0,0
1064,Page,Shenandoah 1,SHENANDOAH HISTORICAL MUSEUM,800 W SHERIDAN AVE,SHENANDOAH,51601,SUZOspdi,ZKJ3Lbts,0,0,0,0,0,0,0,0
1065,Page,Shenandoah 2,"SHENANDOAH MIDDLE SCHOOL THE ""PIT"" IN ELEMENTARY SCHOOL SIDE",601 DR CREIGHTON CIR,SHENANDOAH,51601,86ch4mtV,jz7CYfIK,0,0,0,0,0,0,0,0
1066,Page,Shenandoah 3,SHENANDOAH MIDDLE SCHOOL COMMONS,601 DR CREIGHTON CIR,SHENANDOAH,51601,sQWgV010,ZThZsg97,0,0,0,0,0,0,0,0
1067,Palo Alto,City of WB/EL/RL/BO/GO/NV,WEST BEND PUBLIC LIBRARY,316 S BROADWAY AVE,WEST BEND,50597,khuoVDXt,VqOefXHI,0,0,0,0,0,0,0,0
1068,Palo Alto,EM Ward 3/Ayrshire/pt. HL&WL&EM,"IOWA LAKES CC, 4 PLEX ROOM",3200 COLLEGE DR,EMMETSBURG,50536,ocdco6Hg,YeCgYbT0,0,0,0,0,0,0,0,0
1069,Palo Alto,EM Ward 4/FV/FR/VN/pt. EM,"IOWA LAKES CC, AUDITORIUM",3200 COLLEGE DR,EMMETSBURG,50536,BrrYyY3n,ODWvePOq,0,0,0,0,0,0,0,0
1070,Palo Alto,Emmetsburg Ward 1,"IOWA LAKES CC, ROOM 520",3200 COLLEGE DR,EMMETSBURG,50536,BciJbMqr,dqwds0Mg,0,0,0,0,0,0,0,0
1071,Palo Alto,Emmetsburg Ward 2,"IOWA LAKES CC, ROOM 530",3200 COLLEGE DR,EMMETSBURG,50536,eKP3fpCz,MwBTIdKO,0,0,0,0,0,0,0,0
1072,Palo Alto,GR/RV/LI/pt. HL&WL,SOCIAL CENTER,1503 ROLLING ST,RUTHVEN,51358,o6iN4tov,cRZadzUR,0,0,0,0,0,0,0,0
1073,Plymouth,Plymouth 01/Ak,"AKRON-WESTFIELD HIGH, SCHOOL AUDITORIUM",850 KERR DR,AKRON,51001,kH79RbeF,5xtqHh3Z,0,0,0,0,0,0,0,0
1074,Plymouth,Plymouth 02/Mrhg,"REMSEN-UNION HIGH SCHOOL, CAFETERIA",511 ROOSEVELT ST,REMSEN,51050,liaY8cQp,yUznBSXB,0,0,0,0,0,0,0,0
1075,Plymouth,Plymouth 03/Sb,"LE MARS COMMUNITY MIDDLE SCHOOL, AUDITORIUM",977 3RD AVE SW,LE MARS,51031,MsthLdva,F8F8wPf2,0,0,0,0,0,0,0,0
1076,Plymouth,Plymouth 04/Bv,"BRUNSVILLE LEGION POST 724, BANQUET HALL",305 OAK ST,BRUNSVILLE,51008,aaGZe6t9,AtKwrfVl,0,0,0,0,0,0,0,0
1077,Plymouth,Plymouth 05/Rm,"REMSEN-UNION HIGH SCHOOL, MEDIA CENTER",511 ROOSEVELT ST,REMSEN,51050,5CtXTRv6,dIb5aNCk,0,0,0,0,0,0,0,0
1078,Plymouth,Plymouth 06/Wf,WESTFIELD COMMUNITY CENTER,215 LINDEN ST,WESTFIELD,51062,uA6oAYgZ,YUjk65ee,0,0,0,0,0,0,0,0
1079,Plymouth,Plymouth 07/Mr,"KISSINGER CENTER, BALL ROOM ",608 MAIN ST,MERRILL,51038,vQF1C71T,sohl50AJ,0,0,0,0,0,0,0,0
1080,Plymouth,Plymouth 08/Py,PERRY TOWNSHIP HALL,22504 C60,HINTON,51024,xFOK1aGE,RZOWV947,0,0,0,0,0,0,0,0
1081,Plymouth,Plymouth 09/Ht,"HINTON COMMUNITY CENTER, BIGGER ROOM",205 W MAIN ST,HINTON,51024,DhbUPS4F,HnzrZcDD,0,0,0,0,0,0,0,0
1082,Plymouth,Plymouth 10/Kl,"KINGSLEY-PIERSON HIGH SCHOOL, LIBRARY",322 QUEST AVE,KINGSLEY,51028,nXNwBm0A,yz4mqECB,0,0,0,0,0,0,0,0
1083,Plymouth,Plymouth 11/Le Mars 1,"WILLOW CREEK GOLF COURSE, BANQUET HALL",935 PARK LN,LE MARS,51031,vptQzJEc,fi8z998x,0,0,0,0,0,0,0,0
1084,Plymouth,Plymouth 12/Le Mars 2,"LE MARS COMMUNITY HIGH SCHOOL, LIBRARY",921 3RD AVE SW,LE MARS,51031,ctrVTQFP,FTu3TplN,0,0,0,0,0,0,0,0
1085,Plymouth,Plymouth 13/Le Mars 3,"LE MARS COMMUNITY HIGH SCHOOL, COMMONS",921 3RD AVE SW,LE MARS,51031,iD4fyU0s,7cG5NVmo,0,0,0,0,0,0,0,0
1086,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,COUNTY CONSERVATION OFFICE A,702 NW 7TH ST,POCAHONTAS,50574,Hw3gT8XQ,d2KPOtKj,0,0,0,0,0,0,0,0
1087,Pocahontas,Cedar-Colfax-Dover,"WEINZETL'S GRILL, PARTY ROOM",119 N MAIN ST,FONDA,50540,hKWEJbS3,wSbwsEU2,0,0,0,0,0,0,0,0
1088,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,ROLFE COMMUNITY CENTER,319 GARFIELD ST,ROLFE,50581,gFWC2xY7,pMlJW3wb,0,0,0,0,0,0,0,0
1089,Pocahontas,Grant-S Marshall-S Sherman,COUNTY CONSERVATION OFFICE B,702 NW 7TH ST,POCAHONTAS,50574,EycuTh8q,1JtnZuXq,0,0,0,0,0,0,0,0
1090,Pocahontas,Pocahontas #1,"PAC HIGH SCHOOL, VOCAL MUSIC ROOM A",205 2ND AVE NW,POCAHONTAS,50574,IhbEoG0y,oJ1Fip5A,0,0,0,0,0,0,0,0
1091,Pocahontas,Pocahontas #2,"PAC HIGH SCHOOL, VOCAL MUSIC ROOM B",205 2ND AVE NW,POCAHONTAS,50574,Vl2Ied5P,uLuY44ld,0,0,0,0,0,0,0,0
1092,Pocahontas,Swan Lake-N Marshall,LAURENS-MARATHON SCHOOL,300 W GARFIELD ST,LAURENS,50554,wv0JPWpR,Ef6lKZIF,0,0,0,0,0,0,0,0
1093,Polk,ALLEMAN-01,"NORTH POLK MIDDLE SCHOOL, CAFETERIA ",315 NE 141ST AVE,ALLEMAN,50007,yIJ7qoHQ,l6ms61AG,0,0,0,0,0,0,0,0
1094,Polk,ALLEN-01,"FOUR MILE ELEMENTARY, GYM A",670 SE 68TH ,PLEASANT HILL,50327,qn2Pjhep,vIZ3KPUe,0,0,0,0,0,0,0,0
1095,Polk,ALTOONA-01,"SOUTH EAST POLK JR HIGH, EAST GYM",8325 NE UNIVERSITY AVE,PLEASANT HILL,50327,Z2H2TOeY,ZQbh4aP2,0,0,0,0,0,0,0,0
1096,Polk,ALTOONA-02,"CENTENNIAL ELEMENTARY, CAFETERIA",910 7TH AVE SE,ALTOONA,50009,Yq5i5i3P,prjtlbtP,0,0,0,0,0,0,0,0
1097,Polk,ALTOONA-03,"SOUTHEAST POLK JR HIGH, CAFETERIA",8325 NE UNIVERSITY AVE,PLEASANT HILL,50327,7BoyHcvq,uslJ3SSZ,0,0,0,0,0,0,0,0
1098,Polk,ALTOONA-04,"SOUTHEAST POLK HIGH SCHOOL, WEST COMMONNS",7945 NE UNIVERSITY AVE,PLEASANT HILL,50327,MASryqQb,WX6uVsu6,0,0,0,0,0,0,0,0
1099,Polk,ALTOONA-05,"ALTOONA ELEMENTARY, OLD GYM",301 6TH ST SW,ALTOONA,50009,uFVvjEwg,EnM0v3xN,0,0,0,0,0,0,0,0
1100,Polk,ANKENY-01,SOUTHVIEW MIDDLE SCHOOL GYM B,1020 SW CHERRY ST,ANKENY,50023,cLzud9TQ,CsPYfQg6,0,0,0,0,0,0,0,0
1101,Polk,ANKENY-02,"FIRST UMC, CHRISTIAN LIFE CENTER",710 NE 36TH ST,ANKENY,50021,ApbG7nBB,INiMYssg,0,0,0,0,0,0,0,0
1102,Polk,ANKENY-03,"NORTHEAST ELEMENTARY SCHOOL, GYM",1705 NE TRILEIN DR ,ANKENY,50021,dmFxDeQM,doF5YZTn,0,0,0,0,0,0,0,0
1103,Polk,ANKENY-04,ROCK CREEK ELEMENTARY,3800 NW ABILENE BLVD,ANKENY,50023,M5dfmj2h,aysNpahz,0,0,0,0,0,0,0,0
1104,Polk,ANKENY-05,"EAST ELEMENTARY SCHOOL, GYM",710 SE 3RD ST,ANKENY,50023,eNcVyabL,PWQedED0,0,0,0,0,0,0,0,0
1105,Polk,ANKENY-06,"SOUTHEAST ELEMENTARY SCHOOL, GYM",1005 SE TRILEIN DR,ANKENY,50021,Lytc97i3,i9Z9Hf81,0,0,0,0,0,0,0,0
1106,Polk,ANKENY-07,"DMACC, BUILDING 6, AUDITORIUM",2006 S ANKENY BLVD,ANKENY,50023,McI9L03u,gZb5u8HE,0,0,0,0,0,0,0,0
1107,Polk,ANKENY-08,"WESTWOOD ELEMENTARY, GYM",2920 NW 9TH ST,ANKENY,50023,L1wUcYZw,SFRN5Ia2,0,0,0,0,0,0,0,0
1108,Polk,ANKENY-09,"DMACC BUILDING 5, 1240 A-J",2006 S ANKENY BLVD,ANKENY,50023,YvU3JLFf,4hK4CH4A,0,0,0,0,0,0,0,0
1109,Polk,ANKENY-10,ASHLAND RIDGE ELEMENTARY SCHOOL,2600 NW ASH DR,ANKENY,50023,6HJztpnb,qbrNhe2W,0,0,0,0,0,0,0,0
1110,Polk,ANKENY-11,DISTRICT EVENT VENUE,1350 SW VINTAGE PKWY,ANKENY,50023,lxkqFMqZ,f2rCkrIp,0,0,0,0,0,0,0,0
1111,Polk,ANKENY-12,FAITH BAPTIST BIBLE COLLEGE AND THEOLOGICAL SEMINARY,1900 NW 4TH ST,ANKENY,50023,yakAuMCJ,kOO9hzeK,0,0,0,0,0,0,0,0
1112,Polk,ANKENY-13,COURTYARD BY MARRIOT,2405 SE CREEKVIEW DR,ANKENY,50023,xQgkxQ5n,Wp7GOluf,0,0,0,0,0,0,0,0
1113,Polk,ANKENY-14,PRAIRIE TRAIL ELEMENTARY GYM & CAF,1850 SW COLLEGE AVE,ANKENY,50023,CG4qGFYN,mPB7GHzz,0,0,0,0,0,0,0,0
1114,Polk,ANKENY-15,FFA ENRICHMENT CENTER,1055 SW PRARIE TRAIL PKWY,ANKENY,50023,0bjeUzaI,z8vIUyyS,0,0,0,0,0,0,0,0
1115,Polk,BONDURANT-01,"MORRIS ELEMENTARY, GYM",700 GARFIELD ST SW,BONDURANT,50035,cfgbl2Yz,FTcVlfz8,0,0,0,0,0,0,0,0
1116,Polk,BONDURANT-02,"MORRIS ELEMENTARY, CAFETERIA",700 GARFIELD ST SW,BONDURANT,50035,8Qq2X7CL,BUtcwh1g,0,0,0,0,0,0,0,0
1117,Polk,CLAY-01,SS JOHN & PAUL CATHOLIC CHURCH,1401 1ST AVE S,ALTOONA,50009,PszFA0Ud,jk8Fg4vx,0,0,0,0,0,0,0,0
1118,Polk,CLIVE-01,"DYMOND PUBLIC SAFETY CENTER (CLIVE POLICE DEPARTMENT), COMMUNITY ROOM",8505 HARBACH BLVD,CLIVE,50325,fUKhdjeK,r8DaG9zN,0,0,0,0,0,0,0,0
1119,Polk,CLIVE-02,CRESTVIEW ELEMENTARY GYM,8355 N FRANKLIN AVE,CLIVE,50325,08rKWmVY,s15b9fed,0,0,0,0,0,0,0,0
1120,Polk,CLIVE-03,"INDIAN HILLS JUNIOR HIGH, AUDITORIUM",9401 INDIAN HILLS DR,CLIVE,50325,LivDqblI,GLY6Wkzt,0,0,0,0,0,0,0,0
1121,Polk,CLIVE-04,HEARTLAND PRESBYTERIAN CHURCH,14300 HICKMAN RD,CLIVE,50325,4XsZo4Qi,6zr8EnG7,0,0,0,0,0,0,0,0
1122,Polk,CROCKER-01,"CROCKER ELEMENTARY, GYM",2910 SW APPLEWOOD ST,ANKENY,50023,dBkYny91,qGjTdKxA,0,0,0,0,0,0,0,0
1123,Polk,CROCKER-02,NEVELN CENTER,406 SW SCHOOL ST,ANKENY,50023,w58hl2be,SXmXVjZb,0,0,0,0,0,0,0,0
1124,Polk,DELAWARE-01,"DMACC CAMPUS BUILDING 7, IOWA CULINARY INSTITUTE ",2006 S ANKENY BLVD ,DES MOINES,50023,Q3XcVOgv,AEAkQ8z9,0,0,0,0,0,0,0,0
1125,Polk,DELAWARE-02,DELAWARE ELEMENTARY - CAFETERIA,4401 E 46TH ST,DES MOINES,50317,mpfnUbE1,WfliQboI,0,0,0,0,0,0,0,0
1126,Polk,DES MOINES-01,"BRUBAKER ELEMENTARY, CAFETERIA",2900 E 42ND ST,DES MOINES,50317,5g9PQMYf,sbt9mwqt,0,0,0,0,0,0,0,0
1127,Polk,DES MOINES-02,MCKEE ELEMENTARY GYM,2116 E 39TH CT,DES MOINES,50317,xpMQaNuQ,nLGvZDvi,0,0,0,0,0,0,0,0
1128,Polk,DES MOINES-03," GOODRELL MIDDLE SCHOOL, GYM",3300 E 29TH ST,DES MOINES,50317,VvIAy5Qq,XJSvlmTe,0,0,0,0,0,0,0,0
1129,Polk,DES MOINES-04,"STOWE ELEMENTARY SCHOOL, CAFETERIA",1411 E 33RD ST,DES MOINES,50316,eNWGDtMe,1OCmbLyt,0,0,0,0,0,0,0,0
1130,Polk,DES MOINES-05,MADISON ELEMENTARY GYM ,806 HOFFMAN AVE,DES MOINES,50316,rgxnfkt9,nTFRZ9J6,0,0,0,0,0,0,0,0
1131,Polk,DES MOINES-06,HARDING MIDDLE SCHOOL GYM,203 E EUCLID,DES MOINES,50313,wwc2JbhF,RUhS4NC8,0,0,0,0,0,0,0,0
1132,Polk,DES MOINES-07,OAK PARK ELEMENTARY GYM,3928 6TH AVE,DES MOINES,50313,cO958fv4,FJkaXlmy,0,0,0,0,0,0,0,0
1133,Polk,DES MOINES-08,"HOOVER MEREDITH MIDDLE SCHOOL, LIBRARY",4800 AURORA AVE,DES MOINES,50310,a8p1MBX3,8JHWCBx3,0,0,0,0,0,0,0,0
1134,Polk,DES MOINES-09,"FRANKLIN JR HIGH, GYM",4801 FRANKLIN AVE,DES MOINES,50310,CZG8niVS,sJfDM63D,0,0,0,0,0,0,0,0
1135,Polk,DES MOINES-10,"SAMUELSON ELEMENTARY SCHOOL, GYM",3929 BEL AIRE RD,DES MOINES,50310,islOvTkF,V5kwiLFS,0,0,0,0,0,0,0,0
1136,Polk,DES MOINES-11,"FRANKLIN JUNIOR HIGH, CAFETERIA",4801 FRANKLIN AVE,DES MOINES,50310,XHyIAEAG,oLczm9pC,0,0,0,0,0,0,0,0
1137,Polk,DES MOINES-12,MOORE ELEMENTARY - CAFETERIA,3725 52ND ST,DES MOINES,50310,qvb2Xo2n,vsM2GkgY,0,0,0,0,0,0,0,0
1138,Polk,DES MOINES-13,MOORE ELEMENTARY - GYM,3725 52ND ST,DES MOINES,50310,jkrVudbb,g68DIkSg,0,0,0,0,0,0,0,0
1139,Polk,DES MOINES-14,HILLIS ELEMENTARY GYM,2401 56TH ST,DES MOINES,50310,3pT7sOFL,fahNmN6S,0,0,0,0,0,0,0,0
1140,Polk,DES MOINES-15,"MEREDITH MIDDLE SCHOOL, GYM",4827 MADISON AVE,DES MOINES,50310,2gwqm5BY,IwL5esDF,0,0,0,0,0,0,0,0
1141,Polk,DES MOINES-16,"HOOVER HIGH SCHOOL, BIG GYM",4800 AURORA AVE,DES MOINES,50310,pAJfJni4,OpotYib3,0,0,0,0,0,0,0,0
1142,Polk,DES MOINES-17,"HOOVER HIGH SCHOOL, AUDITORIUM",4800 AURORA AVE,DES MOINES,50310,R3jc2fON,p27aKz3K,0,0,0,0,0,0,0,0
1143,Polk,DES MOINES-18,"HARDING MIDDLE SCHOOL, GYM",203 E EUCLID AVE,DES MOINES,50313,jZOTYt4w,Y832vcwj,0,0,0,0,0,0,0,0
1144,Polk,DES MOINES-19,"NORTH HIGH SCHOOL, GYM", 501 HOLCOMB AVE,DES MOINES,50313,VbC1ti9m,lcAP1MSz,0,0,0,0,0,0,0,0
1145,Polk,DES MOINES-20,HARDING MIDDLE SCHOOL LIBRARY,203 E EUCLID AVE,DES MOINES,50313,4dOEnCWp,JHyJenK3,0,0,0,0,0,0,0,0
1146,Polk,DES MOINES-21,FINDLEY ELEMENTARY CAFETERIA,3025 OXFORD ST,DES MOINES,50313,sgZJsDmr,5sPEWTwJ,0,0,0,0,0,0,0,0
1147,Polk,DES MOINES-22,HIATT MIDDLE SCHOOL GYM,1214 E 15TH ST,DES MOINES,50316,57FVgBSg,q8BwHGiK,0,0,0,0,0,0,0,0
1148,Polk,DES MOINES-23,"EAST HIGH SCHOOL, GYM",815 E 13TH ST,DES MOINES,50316,VYSp5jhY,XQCWU4p7,0,0,0,0,0,0,0,0
1149,Polk,DES MOINES-24,"GARTON ELEMENTARY SCHOOL, CAFETERIA",2820 E 24TH ST,DES MOINES,50317,bfqwYsti,4uCf6wPU,0,0,0,0,0,0,0,0
